category,division,name,subcategory,true_label
Coats,Womens,parka bolero car natural look contrast double curve mango stone,Fur & faux fur coat|Macintosh & rain coat|Padded & down coat,1
Coats,Womens,jacket print trim parka check french padded,Classic|Padded & down coat,1
Coats,Womens,longline parka bolero mac s,Parka|Biker Coat,1
Coats,Womens,blend coat double faux double duffle blend designer oversized textured plus kimono block mink,Biker Coat|Macintosh & rain coat|Padded & down coat,1
Coats,Womens,wool duster parka plus cocoon fashion duffle military coat dark,Cape|Fur & faux fur coat,1
Coats,Womens,floral shearling asos stone funnel coat oversized,Boyfriend coat|Macintosh & rain coat,1
Coats,Womens,french stone biker print parka,Parka,1
Coats,Womens,padded coat shearling designer baker jacquard colour zip mac funnel,Macintosh & rain coat,1
Coats,Womens,print funnel parka button padded car padded boucle crepe leopard coat,Fur & faux fur coat|Duffle coat,1
Coats,Womens,mix block duster pu leopard mango wrap parka kimono f waterfall wool zip hood,Macintosh & rain coat,1
Coats,Womens,check military jigsaw coat borg shearling belted waterfall cape car quilted coat duffle,Maternity,1
Coats,Womens,cotton french french car miss car parka leopard stone borg cream overcoat longline coat,Classic|Trench coat,1
Coats,Womens,kimono knitted duffle collar fit check jacket jacquard block parka plus,Boyfriend coat|Parka,1
Coats,Womens,wrap jacket pu mix pu s baker longline colour boucle mid parka ted short,Cocoon coat|Macintosh & rain coat,1
Coats,Womens,lining check contrast parka cream,Classic|Macintosh & rain coat|Trench coat,1
Coats,Womens,overcoat trim padded shearling coat overcoat short,Trench coat,1
Coats,Womens,duster knitted coat crepe lightweight s collarless,Fur & faux fur coat|Macintosh & rain coat|Padded & down coat,1
Coats,Womens,french pu velvet contrast button parka length swing dark,Classic|Trench coat,1
Coats,Womens,bolero seasons asos parka kimono wrap duster collarless,Biker Coat|Trench coat|Fur & faux fur coat|Parka|Military coat|Cocoon coat|Macintosh & rain coat|Duffle coat,1
Coats,Womens,f jacquard double cotton length coat leather,Cocoon coat|Boyfriend coat,1
Coats,Womens,military tweed floral parka jacket swing miss shearling length fit,Fur & faux fur coat|Cape,1
Coats,Womens,ted button coat short overcoat overcoat funnel mink overcoat,Classic|Fur & faux fur coat|Macintosh & rain coat,1
Coats,Womens,longline coat car collarless fur quilted puffer plus block block natural,Fur & faux fur coat|Boyfriend coat|Biker Coat,1
Coats,Womens,mint biker plus ted look velvet whistles shearling parka oversized borg zip overcoat designer,Cape|Classic,1
Coats,Womens,duffle coat breasted check colour miss cream whistles plus,Fur & faux fur coat,1
Coats,Womens,detachable evans knitted contrast coat,Boyfriend coat|Classic|Fur & faux fur coat|Parka,1
Coats,Womens,neck velvet block cotton button biker quilted lined mix parka floral biker velvet evans mink,Classic|Padded & down coat,1
Coats,Womens,wrap jigsaw coat ted wool biker lining ted,Parka|Biker Coat,1
Coats,Womens,belted duffle designer parka blend long lined boyfriend mid stone detachable hood velvet,Fur & faux fur coat|Cape,1
Coats,Womens,trench trim pea kimono s fur kimono lightweight asos coat cocoon cocoon breasted,Classic|Cocoon coat|Fur & faux fur coat|Parka,1
Coats,Womens,block kimono whistles women parka s stripe,Boyfriend coat|Padded & down coat,1
Coats,Womens,tweed breasted petite mint cream seasons parka,Boyfriend coat|Cape,1
Coats,Womens,tweed evans parka padded bolero women trim diamond lining,Boyfriend coat|Fur & faux fur coat|Parka,1
Coats,Womens,button military check padded print boyfriend leopard cocoon block bolero velvet jigsaw parka fur boyfriend,Kimono coat,1
Coats,Womens,military petite petite lined parka plus warehouse breasted breasted,Padded & down coat|Parka,1
Coats,Womens,quilted cream breasted cotton wool contrast mix wool french puffer mix tweed parka mink velvet,Swing coat,1
Coats,Womens,petite car double f parka tweed natural curve,Boyfriend coat|Classic|Cocoon coat,1
Coats,Womens,mint natural warehouse coat rain knitted,Parka,1
Coats,Womens,fit lining pu knitted coat colour fur warehouse look mint zip,Biker Coat|Fur & faux fur coat|Trench coat,1
Coats,Womens,military jacket zip coat trench,Classic,1
Coats,Womens,short leopard print pu parka miss longline neck miss mid duster,Parka|Macintosh & rain coat,1
Coats,Womens,plus oversized coat duster kimono,Boyfriend coat|Macintosh & rain coat|Trench coat,1
Coats,Womens,coat mix wrap knitted mid puffer,Biker Coat|Boyfriend coat|Fur & faux fur coat|Parka,1
Coats,Womens,women designer short designer hooded cream check knitted zip mix trim baker parka boucle,Classic|Military coat,1
Coats,Womens,pea collar jacquard boyfriend borg length sleeve blend short rain coat mango curve,Classic|Boyfriend coat,1
Coats,Womens,coat cocoon check lightweight lining breasted fur blend,Biker Coat|Padded & down coat,1
Coats,Womens,fur curve padded coat curve wool funnel fashion,Classic|Cocoon coat,1
Coats,Womens,women fur curve colour baker check parka zip cream colour lined length,Cape|Fur & faux fur coat,1
Coats,Womens,natural dark baker padded breasted coat lightweight faux cream check,Parka,1
Coats,Womens,puffer bolero long coat double,Boyfriend coat|Classic,1
Coats,Womens,sleeve baker lining coat duster longline,Fur & faux fur coat|Duffle coat,1
Coats,Womens,whistles quilted lined textured warehouse mint borg hooded bolero petite parka natural quilted plus,Maternity,1
Coats,Womens,coat jacket sleeve lining pu mango textured diamond boucle jacket collar diamond,Biker Coat|Macintosh & rain coat|Padded & down coat,1
Coats,Womens,diamond boyfriend oversized wrap breasted cotton parka duffle,Trench coat,1
Coats,Womens,french faux parka petite mix parka wool detachable fashion mac curve,Cape|Fur & faux fur coat,1
Coats,Womens,duffle breasted borg coat zip neck colour dark velvet,Parka|Macintosh & rain coat,1
Coats,Womens,funnel overcoat ted parka oversized oversized mink sleeve military short,Classic|Fur & faux fur coat|Macintosh & rain coat,1
Coats,Womens,belted collar parka trench block floral contrast diamond kimono padded mix evans ted,Swing coat|Macintosh & rain coat,1
Coats,Womens,mix whistles puffer lightweight funnel coat jigsaw parka breasted faux,Boyfriend coat|Fur & faux fur coat|Parka,1
Coats,Womens,print duster coat funnel french breasted contrast,Cocoon coat|Macintosh & rain coat,1
Coats,Womens,dark wool mango miss petite jacket parka collarless,Boyfriend coat|Classic,1
Coats,Womens,blend jigsaw leather baker look women tweed velvet coat,Fur & faux fur coat|Macintosh & rain coat,1
Coats,Womens,coat whistles fit padded lined french diamond jacquard,Classic|Padded & down coat,1
Coats,Womens,curve fit collarless petite trench asos zip funnel print coat rain blend collarless bolero parka,Cocoon coat|Fur & faux fur coat,1
Coats,Womens,coat duffle seasons car baker floral fit,Military coat,1
Coats,Womens,trim sleeve cocoon zip lightweight asos coat,Classic|Fur & faux fur coat,1
Coats,Womens,parka contrast double fashion natural faux contrast block velvet funnel dark,Duffle coat|Fur & faux fur coat,1
Coats,Womens,cream parka plus boyfriend mid short ted trim diamond curve parka car,Fur & faux fur coat|Boyfriend coat|Biker Coat,1
Coats,Womens,stripe coat cotton parka biker neck kimono long,Boyfriend coat|Macintosh & rain coat|Trench coat,1
Coats,Womens,parka mango crepe short hooded hood,Boyfriend coat|Fur & faux fur coat|Macintosh & rain coat,1
Coats,Womens,quilted contrast check mac contrast stripe textured coat,Fur & faux fur coat|Trench coat,1
Coats,Womens,swing bolero kimono knitted coat trim mix parka evans trench biker crepe,Biker Coat|Macintosh & rain coat|Padded & down coat,1
Coats,Womens,lined collar whistles natural diamond lightweight mint fit parka jacket,Classic|Duffle coat,1
Coats,Womens,velvet cape asos coat coat,Fur & faux fur coat|Macintosh & rain coat,1
Coats,Womens,fashion floral breasted french duster colour plus coat button dark overcoat,Duffle coat|Fur & faux fur coat,1
Coats,Womens,car coat contrast shearling designer miss car sleeve,Classic|Classic|Duffle coat,1
Coats,Womens,miss warehouse natural coat knitted biker mid leopard,Classic|Macintosh & rain coat|Classic,1
Coats,Womens,colour curve quilted duffle dark parka coat longline trim short,Biker Coat|Padded & down coat,1
Coats,Womens,long block coat cotton zip detachable shearling,Boyfriend coat,1
Coats,Womens,boyfriend coat dark warehouse cocoon block whistles crepe blend jacquard length floral duster,Parka|Macintosh & rain coat,1
Coats,Womens,dark dark coat oversized miss,Unclassified,1
Coats,Womens,contrast swing textured cape leopard petite diamond coat miss diamond collarless duffle jacket floral padded,Cape,1
Coats,Womens,duster boucle bolero cream coat print floral cotton fit ted petite stone f dark,Duffle coat|Fur & faux fur coat,1
Coats,Womens,natural shearling lightweight parka shearling hood hood cocoon military contrast quilted jacket cocoon zip swing,Boyfriend coat|Fur & faux fur coat|Padded & down coat,1
Coats,Womens,cocoon coat duster military trim boyfriend,Boyfriend coat|Parka,1
Coats,Womens,pea diamond floral mid bolero french miss coat french dark overcoat seasons warehouse tweed,Classic|Cocoon coat,1
Coats,Womens,zip mid mink bolero coat,Boyfriend coat|Cape,1
Coats,Womens,borg collar designer parka military jacquard s jacquard f,Fur & faux fur coat|Macintosh & rain coat,1
Coats,Womens,lining f parka designer f coat fashion mix mink cotton,Classic|Parka,1
Coats,Womens,biker hooded padded miss zip ted zip colour mint french miss parka,Parka|Biker Coat,1
Coats,Womens,leopard diamond overcoat velvet short coat jigsaw mango pea whistles belted lightweight trench,Classic|Classic|Duffle coat,1
Coats,Womens,asos diamond coat stone colour,Biker Coat|Macintosh & rain coat|Padded & down coat,1
Coats,Womens,hooded mint textured fit blend women neck parka wool,Parka,1
Coats,Womens,mix oversized sleeve mink breasted button coat sleeve leopard padded rain neck duffle dark pea,Biker Coat|Trench coat|Fur & faux fur coat|Parka|Military coat|Cocoon coat|Macintosh & rain coat|Duffle coat,1
Coats,Womens,hood biker women coat long hooded,Parka|Padded & down coat,1
Coats,Womens,parka breasted detachable trim lining button double,Classic|Parka,1
Coats,Womens,f seasons knitted cotton coat baker duffle breasted hooded mint warehouse,Cape|Classic,1
Coats,Womens,length sleeve leopard jigsaw neck collar leopard coat fit f,Cape|Fur & faux fur coat,1
Coats,Womens,dark contrast detachable parka mink mix biker check check miss block collarless designer lining,Parka|Macintosh & rain coat|Trench coat,1
Coats,Womens,stripe oversized jigsaw leopard bolero print parka f diamond,Boyfriend coat|Classic,1
Coats,Womens,puffer f waterfall jigsaw coat car oversized coat block,Duffle coat|Fur & faux fur coat|Swing coat,1
Coats,Womens,print look trim mid warehouse breasted parka bolero designer bolero,Boyfriend coat|Parka,1
Coats,Womens,borg button coat tweed fit overcoat lined leopard parka leather cream leopard pu,Classic|Fur & faux fur coat|Parka,1
Coats,Womens,contrast colour biker look dark button textured parka lined lightweight women coat pea,Cape|Classic|Duffle coat,1
Coats,Womens,boucle breasted textured look duster boucle curve puffer shearling warehouse quilted parka petite miss duster,Classic|Fur & faux fur coat,1
Coats,Womens,velvet baker warehouse asos coat funnel short wool women stripe oversized faux lining,Fur & faux fur coat|Macintosh & rain coat|Padded & down coat,1
Coats,Womens,petite asos neck look detachable parka,Swing coat,1
Coats,Womens,lining collar designer duffle bolero miss parka lightweight trim jigsaw,Boyfriend coat|Fur & faux fur coat,1
Coats,Womens,rain jacquard parka evans jacquard,Parka|Biker Coat,1
Coats,Womens,jacquard neck faux petite coat shearling warehouse diamond knitted,Boyfriend coat|Macintosh & rain coat,1
Coats,Womens,cocoon hooded parka look collar pea asos mint tweed women parka,Classic|Cocoon coat,1
Coats,Womens,parka duffle swing coat pu,Fur & faux fur coat|Cocoon coat,1
Coats,Womens,car parka crepe f zip mid whistles contrast biker block swing velvet coat,Cape,1
Coats,Womens,parka longline cotton pea ted length length block velvet stripe sleeve kimono overcoat,Boyfriend coat|Fur & faux fur coat,1
Coats,Womens,boyfriend print coat diamond coat length neck boucle plus contrast longline designer colour parka,Cape|Fur & faux fur coat,1
Coats,Womens,dark detachable wool quilted print cream hooded curve fit plus curve long coat cotton,Classic|Macintosh & rain coat|Classic,1
Coats,Womens,check textured hooded funnel coat puffer fur,Boyfriend coat|Cocoon coat|Fur & faux fur coat|Parka,1
Coats,Womens,stripe faux mink duster s jacket padded padded jigsaw kimono dark padded coat hooded,Classic|Boyfriend coat,1
Coats,Womens,swing parka natural textured velvet cape colour,Parka,1
Coats,Womens,trench crepe parka fashion knitted stripe evans natural seasons diamond overcoat breasted boucle quilted designer,Padded & down coat,1
Coats,Womens,parka colour lightweight rain hooded waterfall mink,Macintosh & rain coat|Trench coat,1
Coats,Womens,blend coat faux duster coat length car knitted double,Fur & faux fur coat|Parka,1
Coats,Womens,wrap duffle leather coat mac jacket detachable french pea stripe waterfall print f military,Fur & faux fur coat|Padded & down coat|Parka,1
Coats,Womens,parka print asos duster cape padded cotton,Boyfriend coat|Macintosh & rain coat,1
Coats,Womens,mac textured boucle f f jacquard trim parka parka longline,Padded & down coat|Swing coat,1
Coats,Womens,pu length bolero oversized french hooded miss parka,Cocoon coat,1
Coats,Womens,blend puffer seasons longline plus parka swing blend,Classic|Cocoon coat,1
Coats,Womens,coat seasons whistles breasted designer boyfriend,Biker Coat|Boyfriend coat|Fur & faux fur coat|Parka,1
Coats,Womens,dark stone boyfriend padded leopard parka detachable miss rain cape,Fur & faux fur coat|Cocoon coat,1
Coats,Womens,wool leather padded lining coat whistles kimono,Padded & down coat,1
Coats,Womens,print parka petite long detachable pea trim cotton jacquard velvet parka block baker trench,Classic|Fur & faux fur coat|Parka,1
Coats,Womens,mink designer fit baker quilted longline baker crepe cocoon duffle coat sleeve overcoat,Fur & faux fur coat|Cocoon coat,1
Coats,Womens,kimono pu duffle parka lining cream cape velvet detachable tweed length stripe jacquard detachable natural,Fur & faux fur coat|Parka,1
Coats,Womens,funnel parka double trench cream jacket biker look lined trim,Maternity,1
